Navn,Stasjon,Tid,Nedbør,Lufttemperatur,Vindretning,Middelvind
Høvringen II,SN16271,16.10.2021 06:00,0,-0.5,275,4.4
Høvringen II,SN16271,16.10.2021 07:00,0,-0.7,269,4.5
Høvringen II,SN16271,16.10.2021 08:00,0,-0.9,270,4.4
Høvringen II,SN16271,16.10.2021 09:00,0,0,281,9.1
Høvringen II,SN16271,16.10.2021 10:00,0,0.6,276,8.4
Høvringen II,SN16271,16.10.2021 11:00,0,0.7,271,4.2
Høvringen II,SN16271,16.10.2021 12:00,0,0.5,288,7.7
Høvringen II,SN16271,16.10.2021 13:00,0,1.1,277,5.9
Høvringen II,SN16271,16.10.2021 14:00,0,0,283,5.8
Høvringen II,SN16271,16.10.2021 15:00,0,-0.2,275,4.3
Høvringen II,SN16271,16.10.2021 16:00,0,-0.2,281,4.1
Høvringen II,SN16271,16.10.2021 17:00,0,-1.4,273,2.8
Høvringen II,SN16271,16.10.2021 18:00,0,-2.7,276,1.6
Høvringen II,SN16271,16.10.2021 19:00,0,-2.1,271,0.6
Høvringen II,SN16271,16.10.2021 20:00,0,-2.7,268,0.9
Høvringen II,SN16271,16.10.2021 21:00,0,-3.4,276,1.5
Høvringen II,SN16271,16.10.2021 22:00,0,-3.9,277,1.7
Høvringen II,SN16271,16.10.2021 23:00,0,-3.4,271,0.7
Høvringen II,SN16271,17.10.2021 00:00,0,-2.5,278,2.1
Høvringen II,SN16271,17.10.2021 01:00,0,-3,278,2
Høvringen II,SN16271,17.10.2021 02:00,0,-2.5,273,1.2
Høvringen II,SN16271,17.10.2021 03:00,0,-2.9,273,0.8
Høvringen II,SN16271,17.10.2021 04:00,0,-2.8,271,0.8
Høvringen II,SN16271,17.10.2021 05:00,0,-3.8,274,1
Høvringen II,SN16271,17.10.2021 06:00,0,-3.5,272,0.6
Høvringen II,SN16271,17.10.2021 07:00,0,-3.7,278,2
Høvringen II,SN16271,17.10.2021 08:00,0,-4.4,273,1.2
Høvringen II,SN16271,17.10.2021 09:00,0,-1.5,269,1.2
Høvringen II,SN16271,17.10.2021 10:00,0,-1.5,269,1.6
Høvringen II,SN16271,17.10.2021 11:00,0,-1,273,2.2
Høvringen II,SN16271,17.10.2021 12:00,0,-0.9,278,5
Høvringen II,SN16271,17.10.2021 13:00,0,-0.3,281,4.6
Høvringen II,SN16271,17.10.2021 14:00,0,-0.2,276,3.3
Høvringen II,SN16271,17.10.2021 15:00,0,-0.4,280,5.5
Høvringen II,SN16271,17.10.2021 16:00,0,-0.8,273,4.8
Høvringen II,SN16271,17.10.2021 17:00,0,-1.5,277,3.6
Høvringen II,SN16271,17.10.2021 18:00,0,-2.3,278,2.2
Høvringen II,SN16271,17.10.2021 19:00,0,-2.6,278,3.3
Høvringen II,SN16271,17.10.2021 20:00,0,-4.2,284,3.1
Høvringen II,SN16271,17.10.2021 21:00,0,-4.1,279,2.5
Høvringen II,SN16271,17.10.2021 22:00,0,-3.2,275,1.4
Høvringen II,SN16271,17.10.2021 23:00,0,-5.3,271,1.4
Høvringen II,SN16271,18.10.2021 00:00,0,-6,272,1.8
Høvringen II,SN16271,18.10.2021 01:00,0,-6.3,272,0.7
Høvringen II,SN16271,18.10.2021 02:00,0,-7.3,268,1.2
Høvringen II,SN16271,18.10.2021 03:00,0,-6.4,280,2.9
Høvringen II,SN16271,18.10.2021 04:00,0,-6.4,282,3.4
Høvringen II,SN16271,18.10.2021 05:00,0,-6.4,281,3
Høvringen II,SN16271,18.10.2021 06:00,0,-6.7,280,2.8
Høvringen II,SN16271,18.10.2021 07:00,0,-7.5,279,2.2
Høvringen II,SN16271,18.10.2021 08:00,0,-7.5,265,1.8
Høvringen II,SN16271,18.10.2021 09:00,0,-4.4,272,0.9
Høvringen II,SN16271,18.10.2021 10:00,0,-2,266,1.1
Høvringen II,SN16271,18.10.2021 11:00,0,-0.8,267,0.9
Høvringen II,SN16271,18.10.2021 12:00,0,-0.8,270,1.6
Høvringen II,SN16271,18.10.2021 13:00,0,0,267,1.6
Høvringen II,SN16271,18.10.2021 14:00,0,0.5,257,3
Høvringen II,SN16271,18.10.2021 15:00,0,-0.1,264,3
Høvringen II,SN16271,18.10.2021 16:00,0,-0.8,259,3.8
Høvringen II,SN16271,18.10.2021 17:00,0,-1.7,265,4.1
Høvringen II,SN16271,18.10.2021 18:00,0,-1.5,264,4.8
Høvringen II,SN16271,18.10.2021 19:00,0,-1.3,265,4.7
Høvringen II,SN16271,18.10.2021 20:00,0,-1.7,265,4.5
Høvringen II,SN16271,18.10.2021 21:00,0,-1.8,269,3.8
Høvringen II,SN16271,18.10.2021 22:00,0,-1.5,264,4.4
Høvringen II,SN16271,18.10.2021 23:00,0,-1.3,259,4.5
Høvringen II,SN16271,19.10.2021 00:00,0,-1.3,256,4.6
Høvringen II,SN16271,19.10.2021 01:00,0,-1.4,265,4.8
Høvringen II,SN16271,19.10.2021 02:00,0,-2.3,254,5.9
Høvringen II,SN16271,19.10.2021 03:00,0.3,-1.9,261,6.1
Høvringen II,SN16271,19.10.2021 04:00,0.8,-1.7,252,6.6
Høvringen II,SN16271,19.10.2021 05:00,0.5,-1.7,255,4.9
Høvringen II,SN16271,19.10.2021 06:00,0.8,-2.1,257,5.4
Høvringen II,SN16271,19.10.2021 07:00,0.8,-2.4,252,6.3
Høvringen II,SN16271,19.10.2021 08:00,0.9,-2.5,254,5.5
Høvringen II,SN16271,19.10.2021 09:00,0.1,-2.3,246,7.1
Høvringen II,SN16271,19.10.2021 10:00,0.8,-2,251,6.5
Høvringen II,SN16271,19.10.2021 11:00,0.1,-2,253,6.8
Høvringen II,SN16271,19.10.2021 12:00,0.1,-1.4,258,4.4
Høvringen II,SN16271,19.10.2021 13:00,0.1,-1.1,255,5.5
Høvringen II,SN16271,19.10.2021 14:00,0,-1.1,247,5.5
Høvringen II,SN16271,19.10.2021 15:00,0,-1.4,256,4.7
Høvringen II,SN16271,19.10.2021 16:00,0,-1,252,5.2
Høvringen II,SN16271,19.10.2021 17:00,0,-1.3,249,5.2
Høvringen II,SN16271,19.10.2021 18:00,0,-1.7,256,3.9
Høvringen II,SN16271,19.10.2021 19:00,0,-1.3,243,6.1
Høvringen II,SN16271,19.10.2021 20:00,0,-1.6,248,5
Høvringen II,SN16271,19.10.2021 21:00,0,-0.6,252,4.3
Høvringen II,SN16271,19.10.2021 22:00,0.5,0.2,264,2
Høvringen II,SN16271,19.10.2021 23:00,0.7,0.3,243,6.1
Høvringen II,SN16271,20.10.2021 00:00,0.4,-1.4,271,0.7
Høvringen II,SN16271,20.10.2021 01:00,0.1,1.1,246,5.4
Høvringen II,SN16271,20.10.2021 02:00,0,2.2,260,3.6
Høvringen II,SN16271,20.10.2021 03:00,0,2.7,258,5.1
Høvringen II,SN16271,20.10.2021 04:00,0,2.4,261,3.4
Høvringen II,SN16271,20.10.2021 05:00,0.1,1.8,268,3.1
Høvringen II,SN16271,20.10.2021 06:00,0,1.9,258,3
Høvringen II,SN16271,20.10.2021 07:00,0,2.5,264,1.9
Høvringen II,SN16271,20.10.2021 08:00,0,2.8,255,3.8
Høvringen II,SN16271,20.10.2021 09:00,0,3.6,257,3.1
Høvringen II,SN16271,20.10.2021 10:00,0,4.1,251,4.2
Høvringen II,SN16271,20.10.2021 11:00,0,4.4,252,4.6
Høvringen II,SN16271,20.10.2021 12:00,0,4.7,246,5.7
Høvringen II,SN16271,20.10.2021 13:00,0,4.4,248,5.4
Høvringen II,SN16271,20.10.2021 14:00,0,3.7,243,6.3
Høvringen II,SN16271,20.10.2021 15:00,0,5,254,4.4
Høvringen II,SN16271,20.10.2021 16:00,0,3.9,272,2.7
Høvringen II,SN16271,20.10.2021 17:00,0,3.3,251,4.6
Høvringen II,SN16271,20.10.2021 18:00,0,2.4,257,3.6
Høvringen II,SN16271,20.10.2021 19:00,0,3.6,249,4.5
Høvringen II,SN16271,20.10.2021 20:00,0,2.9,247,5
Høvringen II,SN16271,20.10.2021 21:00,0,3.7,247,4.9
Høvringen II,SN16271,20.10.2021 22:00,0,3,257,3
Høvringen II,SN16271,20.10.2021 23:00,0,1.5,273,2.6
Høvringen II,SN16271,21.10.2021 00:00,0,0.9,271,0.8
Høvringen II,SN16271,21.10.2021 01:00,0,-0.8,273,0.9
Høvringen II,SN16271,21.10.2021 02:00,0,-0.5,261,2.4
Høvringen II,SN16271,21.10.2021 03:00,0,-0.2,271,3
Høvringen II,SN16271,21.10.2021 04:00,0.1,-0.6,271,1.1
Høvringen II,SN16271,21.10.2021 05:00,0,-0.4,275,1.4
Høvringen II,SN16271,21.10.2021 06:00,0,-1.6,268,1.7
Høvringen II,SN16271,21.10.2021 07:00,0,-0.6,271,3.8
Høvringen II,SN16271,21.10.2021 08:00,0,-2.1,275,1.8
Høvringen II,SN16271,21.10.2021 09:00,0,0.1,278,3.3
Høvringen II,SN16271,21.10.2021 10:00,0,-0.2,266,3
Høvringen II,SN16271,21.10.2021 11:00,0,-0.3,271,3.1
Høvringen II,SN16271,21.10.2021 12:00,0,0.1,264,4.3
Høvringen II,SN16271,21.10.2021 13:00,0,-0.3,273,3.9
Høvringen II,SN16271,21.10.2021 14:00,0,-0.8,280,5.1
Høvringen II,SN16271,21.10.2021 15:00,0,-1.4,271,3.3
Høvringen II,SN16271,21.10.2021 16:00,0,-1.1,276,6.1
Høvringen II,SN16271,21.10.2021 17:00,0,-2.4,272,3.6
Høvringen II,SN16271,21.10.2021 18:00,0.1,-2.5,274,4.4
Høvringen II,SN16271,21.10.2021 19:00,0,-2.8,271,3.1
Høvringen II,SN16271,21.10.2021 20:00,0,-2.7,283,6.6
Høvringen II,SN16271,21.10.2021 21:00,0,-2.7,284,6.4
Høvringen II,SN16271,21.10.2021 22:00,0,-2.8,285,8
Høvringen II,SN16271,21.10.2021 23:00,0,-2.8,284,6.6
Høvringen II,SN16271,22.10.2021 00:00,0,-3.1,281,6.9
Høvringen II,SN16271,22.10.2021 01:00,0,-3.5,280,4.6
Høvringen II,SN16271,22.10.2021 02:00,0,-3.1,277,4.9
Høvringen II,SN16271,22.10.2021 03:00,0,-3.2,273,3.3
Høvringen II,SN16271,22.10.2021 04:00,0,-3.3,266,3.5
Høvringen II,SN16271,22.10.2021 05:00,0,-3,271,3.1
Høvringen II,SN16271,22.10.2021 06:00,0,-3.4,272,1
Høvringen II,SN16271,22.10.2021 07:00,0,-2.3,269,1.8
Høvringen II,SN16271,22.10.2021 08:00,0,-2,276,3.1
Høvringen II,SN16271,22.10.2021 09:00,0,-1.3,274,2.7
Høvringen II,SN16271,22.10.2021 10:00,0,-1,276,4.1
Høvringen II,SN16271,22.10.2021 11:00,0,0.3,268,1.2
Høvringen II,SN16271,22.10.2021 12:00,0,0.2,275,3.6
Høvringen II,SN16271,22.10.2021 13:00,0,0.3,283,5.7
Høvringen II,SN16271,22.10.2021 14:00,0,-0.3,278,4.7
Høvringen II,SN16271,22.10.2021 15:00,0.1,-0.7,279,5.7
Høvringen II,SN16271,22.10.2021 16:00,0.1,-1,278,5.5
Høvringen II,SN16271,22.10.2021 17:00,0.1,-1.1,281,7.5
Høvringen II,SN16271,22.10.2021 18:00,0,-1.2,278,4.3
Høvringen II,SN16271,22.10.2021 19:00,0,-1.3,280,5.9
Høvringen II,SN16271,22.10.2021 20:00,0,-1.3,283,7.1
Høvringen II,SN16271,22.10.2021 21:00,0,-1.4,286,9.1
Høvringen II,SN16271,22.10.2021 22:00,0,-1.4,284,7.1
Høvringen II,SN16271,22.10.2021 23:00,0,-1.5,277,6.3
Høvringen II,SN16271,23.10.2021 00:00,0,-1.5,277,5.1
Høvringen II,SN16271,23.10.2021 01:00,0,-2,274,4.8
Høvringen II,SN16271,23.10.2021 02:00,0,-1.3,278,6.5
Høvringen II,SN16271,23.10.2021 03:00,0,-1.3,284,7.9
Høvringen II,SN16271,23.10.2021 04:00,0,-1.5,283,6.2
Høvringen II,SN16271,23.10.2021 05:00,0,-1.3,273,2.8
Høvringen II,SN16271,23.10.2021 06:00,0,-1.5,286,7.3
Høvringen II,SN16271,23.10.2021 07:00,0,-1.6,277,4.5
Høvringen II,SN16271,23.10.2021 08:00,0,-1.5,278,3.2
Høvringen II,SN16271,23.10.2021 09:00,0,-2,275,2.4
Høvringen II,SN16271,23.10.2021 10:00,0,-0.8,272,3.1
Høvringen II,SN16271,23.10.2021 11:00,0,-0.4,273,1
Høvringen II,SN16271,23.10.2021 12:00,0,0.3,269,0.9
Høvringen II,SN16271,23.10.2021 13:00,0,1,269,2.8
Høvringen II,SN16271,23.10.2021 14:00,0,0.7,274,2.2
Høvringen II,SN16271,23.10.2021 15:00,0,0.3,273,1.4
Høvringen II,SN16271,23.10.2021 16:00,0,0,267,0.7
Høvringen II,SN16271,23.10.2021 17:00,0,-0.5,262,2.6
Høvringen II,SN16271,23.10.2021 18:00,0,-1.4,259,2.8
Høvringen II,SN16271,23.10.2021 19:00,0,-0.8,267,1.5
Høvringen II,SN16271,23.10.2021 20:00,0,-0.5,260,4
Høvringen II,SN16271,23.10.2021 21:00,0,-0.6,256,4.6
Høvringen II,SN16271,23.10.2021 22:00,0,-0.7,256,3.8
Høvringen II,SN16271,23.10.2021 23:00,0,-0.6,262,2.1
Høvringen II,SN16271,24.10.2021 00:00,0,-0.3,255,3.8
Høvringen II,SN16271,24.10.2021 01:00,0,-1.1,264,4
Høvringen II,SN16271,24.10.2021 02:00,0.1,-1.1,263,3.6
Høvringen II,SN16271,24.10.2021 03:00,0.1,-0.8,254,4
Høvringen II,SN16271,24.10.2021 04:00,0,-0.8,254,3.8
Høvringen II,SN16271,24.10.2021 05:00,0,-0.6,253,3.8
Høvringen II,SN16271,24.10.2021 06:00,0,-0.2,248,4.8
Høvringen II,SN16271,24.10.2021 07:00,0,-0.4,257,3.2
Høvringen II,SN16271,24.10.2021 08:00,0,0.1,249,5
Høvringen II,SN16271,24.10.2021 09:00,0,0.4,251,4.2
Høvringen II,SN16271,24.10.2021 10:00,0,1.5,261,2.6
Høvringen II,SN16271,24.10.2021 11:00,0,1.9,260,3.6
Høvringen II,SN16271,24.10.2021 12:00,0,2.1,254,4.3
Høvringen II,SN16271,24.10.2021 13:00,0,2.1,245,5.6
Høvringen II,SN16271,24.10.2021 14:00,0,2.1,251,5
Høvringen II,SN16271,24.10.2021 15:00,0,2.1,251,5.5
Høvringen II,SN16271,24.10.2021 16:00,0,2.6,251,4.4
Høvringen II,SN16271,24.10.2021 17:00,0,2.7,247,5.9
Høvringen II,SN16271,24.10.2021 18:00,0,2.8,250,5.1
Høvringen II,SN16271,24.10.2021 19:00,0,3,257,5.6
Høvringen II,SN16271,24.10.2021 20:00,0,2.1,250,6
Høvringen II,SN16271,24.10.2021 21:00,0,1.7,247,5.3
Høvringen II,SN16271,24.10.2021 22:00,0,2.1,262,2.3
Høvringen II,SN16271,24.10.2021 23:00,0,2.6,255,4.4
Høvringen II,SN16271,25.10.2021 00:00,0,2.1,250,4.6
Høvringen II,SN16271,25.10.2021 01:00,0,1.8,259,3.4
Høvringen II,SN16271,25.10.2021 02:00,0,2.3,257,3.7
Høvringen II,SN16271,25.10.2021 03:00,0,2.7,256,4.3
Høvringen II,SN16271,25.10.2021 04:00,0,2.9,261,4.5
Høvringen II,SN16271,25.10.2021 05:00,0,2.9,243,7.2
Høvringen II,SN16271,25.10.2021 06:00,0,2.7,260,7
Høvringen II,SN16271,25.10.2021 07:00,0,2.5,258,5.5
Høvringen II,SN16271,25.10.2021 08:00,0,3.1,270,3.3
Høvringen II,SN16271,25.10.2021 09:00,0,3.5,264,3.3
Høvringen II,SN16271,25.10.2021 10:00,0,3.7,240,6.4
Høvringen II,SN16271,25.10.2021 11:00,0,4.2,240,6.6
Høvringen II,SN16271,25.10.2021 12:00,0,4.7,248,6.7
Høvringen II,SN16271,25.10.2021 13:00,0,4.9,250,5.6
Høvringen II,SN16271,25.10.2021 14:00,0,5.3,249,4.8
Høvringen II,SN16271,25.10.2021 15:00,0,5.1,246,5.1
Høvringen II,SN16271,25.10.2021 16:00,0,4.9,254,4.6
Høvringen II,SN16271,25.10.2021 17:00,0,4.6,255,4.2
Høvringen II,SN16271,25.10.2021 18:00,0,4.4,257,3.5
Høvringen II,SN16271,25.10.2021 19:00,0,4.4,253,4
Høvringen II,SN16271,25.10.2021 20:00,0,4.7,252,4.6
Høvringen II,SN16271,25.10.2021 21:00,0,4.2,253,3.7
Høvringen II,SN16271,25.10.2021 22:00,0,2.5,258,2.9
Høvringen II,SN16271,25.10.2021 23:00,0,1.8,260,3.3
Høvringen II,SN16271,26.10.2021 00:00,0,1,262,3.1
Høvringen II,SN16271,26.10.2021 01:00,0,1.9,264,2.7
Høvringen II,SN16271,26.10.2021 02:00,0,2.3,258,4.1
Høvringen II,SN16271,26.10.2021 03:00,0,1.8,256,3.9
Høvringen II,SN16271,26.10.2021 04:00,0,1.3,265,2.5
Høvringen II,SN16271,26.10.2021 05:00,0,-0.1,257,3.3
Høvringen II,SN16271,26.10.2021 06:00,0,0,273,2.3
Høvringen II,SN16271,26.10.2021 07:00,0,0.4,260,2.6
Høvringen II,SN16271,26.10.2021 08:00,0,-0.2,264,2
Høvringen II,SN16271,26.10.2021 09:00,0,1.3,263,1.7
Høvringen II,SN16271,26.10.2021 10:00,0,2.6,264,3
Høvringen II,SN16271,26.10.2021 11:00,0,3.2,273,1.7
Høvringen II,SN16271,26.10.2021 12:00,0,3.1,269,2.5
Høvringen II,SN16271,26.10.2021 13:00,0,4.2,265,3.3
Høvringen II,SN16271,26.10.2021 14:00,0,4.4,268,1.5
Høvringen II,SN16271,26.10.2021 15:00,0,4,271,1.7
Høvringen II,SN16271,26.10.2021 16:00,0,2.8,274,2.6
Høvringen II,SN16271,26.10.2021 17:00,0,1.7,269,1.2
Høvringen II,SN16271,26.10.2021 18:00,0,0,268,1.5
Høvringen II,SN16271,26.10.2021 19:00,0,-1.8,270,1.2
Høvringen II,SN16271,26.10.2021 20:00,0,-1.6,261,2.6
Høvringen II,SN16271,26.10.2021 21:00,0,-1.5,266,2.2
Høvringen II,SN16271,26.10.2021 22:00,0,-0.4,250,4.4
Høvringen II,SN16271,26.10.2021 23:00,0,0.4,257,4.6
Høvringen II,SN16271,27.10.2021 00:00,0,0.9,256,6
Høvringen II,SN16271,27.10.2021 01:00,0,0.7,244,6.3
Høvringen II,SN16271,27.10.2021 02:00,0,0.5,245,6
Høvringen II,SN16271,27.10.2021 03:00,0.1,0.8,235,7.9
Høvringen II,SN16271,27.10.2021 04:00,0.4,1.1,235,8.2
Høvringen II,SN16271,27.10.2021 05:00,0,0.9,249,5.8
Høvringen II,SN16271,27.10.2021 06:00,0,0.8,260,3
Høvringen II,SN16271,27.10.2021 07:00,0.2,0.8,245,5.4
Høvringen II,SN16271,27.10.2021 08:00,0.1,2.1,263,3.5
Høvringen II,SN16271,27.10.2021 09:00,0,3.3,267,1.2
Høvringen II,SN16271,27.10.2021 10:00,0,5.1,262,3
Høvringen II,SN16271,27.10.2021 11:00,0,5.2,262,5.1
Høvringen II,SN16271,27.10.2021 12:00,0,4.9,260,5.1
Høvringen II,SN16271,27.10.2021 13:00,0,5.9,264,2.9
Høvringen II,SN16271,27.10.2021 14:00,0,6.4,269,4.1
Høvringen II,SN16271,27.10.2021 15:00,0,6.3,272,3.3
Høvringen II,SN16271,27.10.2021 16:00,0,5.3,279,2.3
Høvringen II,SN16271,27.10.2021 17:00,0,2.7,262,2.1
Høvringen II,SN16271,27.10.2021 18:00,0,2.5,265,2.3
Høvringen II,SN16271,27.10.2021 19:00,0,2.8,256,3.4
Høvringen II,SN16271,27.10.2021 20:00,0,3.7,257,4.6
Høvringen II,SN16271,27.10.2021 21:00,0,3.5,255,4
Høvringen II,SN16271,27.10.2021 22:00,0,4.1,247,6.4
Høvringen II,SN16271,27.10.2021 23:00,0,3.9,255,5.7
Høvringen II,SN16271,28.10.2021 00:00,0,3.7,250,5.8
Høvringen II,SN16271,28.10.2021 01:00,0,3.8,259,4.2
Høvringen II,SN16271,28.10.2021 02:00,0,4.3,245,5.9
Høvringen II,SN16271,28.10.2021 03:00,0,3.9,251,5.3
Høvringen II,SN16271,28.10.2021 04:00,0,4.5,258,4.7
Høvringen II,SN16271,28.10.2021 05:00,0,4.7,249,6.1
Høvringen II,SN16271,28.10.2021 06:00,0,5.3,256,4.5
Høvringen II,SN16271,28.10.2021 07:00,0,5.7,240,6.6
Høvringen II,SN16271,28.10.2021 08:00,0.3,5.5,253,4.5
Høvringen II,SN16271,28.10.2021 09:00,1.1,5.4,259,2.8
Høvringen II,SN16271,28.10.2021 10:00,1.8,5.8,260,2.7
Høvringen II,SN16271,28.10.2021 11:00,0.8,6.2,257,3.6
Høvringen II,SN16271,28.10.2021 12:00,0.1,6.6,257,3.3
Høvringen II,SN16271,28.10.2021 13:00,0.1,6.9,267,2.6
Høvringen II,SN16271,28.10.2021 14:00,0,7.4,257,3.8
Høvringen II,SN16271,28.10.2021 15:00,0,8,249,4.5
Høvringen II,SN16271,28.10.2021 16:00,0,7.6,255,3.6
Høvringen II,SN16271,28.10.2021 17:00,0,7.1,261,2
Høvringen II,SN16271,28.10.2021 18:00,0.1,7.2,253,3.7
Høvringen II,SN16271,28.10.2021 19:00,0.1,7.3,252,4
Høvringen II,SN16271,28.10.2021 20:00,0,7.6,251,4.3
Høvringen II,SN16271,28.10.2021 21:00,0,7.6,251,4.1
Høvringen II,SN16271,28.10.2021 22:00,0.3,7.5,258,2.7
Høvringen II,SN16271,28.10.2021 23:00,0.3,7.8,253,3.7
Høvringen II,SN16271,29.10.2021 00:00,0.9,8.1,240,6.3
Høvringen II,SN16271,29.10.2021 01:00,0,7.8,240,6.2
Høvringen II,SN16271,29.10.2021 02:00,0,7.1,249,4.6
Høvringen II,SN16271,29.10.2021 03:00,0,6.9,248,4.7
Høvringen II,SN16271,29.10.2021 04:00,0,7,257,3.6
Høvringen II,SN16271,29.10.2021 05:00,0,6.8,260,3.4
Høvringen II,SN16271,29.10.2021 06:00,0,6.7,260,2.9
Høvringen II,SN16271,29.10.2021 07:00,0,6.8,258,3.4
Høvringen II,SN16271,29.10.2021 08:00,0,6.6,253,4.5
Høvringen II,SN16271,29.10.2021 09:00,0,6.3,257,3.8
Høvringen II,SN16271,29.10.2021 10:00,0,6,267,3.3
Høvringen II,SN16271,29.10.2021 11:00,0,6.1,241,6.3
Høvringen II,SN16271,29.10.2021 12:00,0,5.8,233,7.7
Høvringen II,SN16271,29.10.2021 13:00,0,6.2,248,5.7
Høvringen II,SN16271,29.10.2021 14:00,0,6.5,246,6.5
Høvringen II,SN16271,29.10.2021 15:00,0,6.3,246,5.4
Høvringen II,SN16271,29.10.2021 16:00,0,5.7,269,4.6
Høvringen II,SN16271,29.10.2021 17:00,0,5,264,4.7
Høvringen II,SN16271,29.10.2021 18:00,0,5.2,252,4.6
Høvringen II,SN16271,29.10.2021 19:00,0,5.6,248,5.4
Høvringen II,SN16271,29.10.2021 20:00,0,5.3,233,8.1
Høvringen II,SN16271,29.10.2021 21:00,0,5.2,243,6
Høvringen II,SN16271,29.10.2021 22:00,0,5.4,243,6.2
Høvringen II,SN16271,29.10.2021 23:00,0,5.5,241,6.2
Høvringen II,SN16271,30.10.2021 00:00,0,5.7,232,8.2
Høvringen II,SN16271,30.10.2021 01:00,0,5.2,244,5.9
Høvringen II,SN16271,30.10.2021 02:00,0,5.3,258,4
Høvringen II,SN16271,30.10.2021 03:00,0,5.8,251,5.4
Høvringen II,SN16271,30.10.2021 04:00,0,6.3,227,8.6
Høvringen II,SN16271,30.10.2021 05:00,0,5.8,235,7.6
Høvringen II,SN16271,30.10.2021 06:00,0.2,5.6,248,5
Høvringen II,SN16271,30.10.2021 07:00,0.1,5.7,235,7.3
Høvringen II,SN16271,30.10.2021 08:00,0,5.8,249,4.6
Høvringen II,SN16271,30.10.2021 09:00,0,5.2,240,6.4
Høvringen II,SN16271,30.10.2021 10:00,0,5.8,254,3.7
Høvringen II,SN16271,30.10.2021 11:00,0,7.1,250,4.8
Høvringen II,SN16271,30.10.2021 12:00,0,7.1,255,4
Høvringen II,SN16271,30.10.2021 13:00,0,7.1,269,2.2
Høvringen II,SN16271,30.10.2021 14:00,0,7.6,254,3.9
Høvringen II,SN16271,30.10.2021 15:00,0,5.5,257,3.2
Høvringen II,SN16271,30.10.2021 16:00,0,3.8,271,4.6
Høvringen II,SN16271,30.10.2021 17:00,0,3.8,255,5.3
Høvringen II,SN16271,30.10.2021 18:00,0,4.2,254,6.1
Høvringen II,SN16271,30.10.2021 19:00,0,4.2,241,6.4
Høvringen II,SN16271,30.10.2021 20:00,0,3.5,256,3.5
Høvringen II,SN16271,30.10.2021 21:00,0,3.9,241,6.4
Høvringen II,SN16271,30.10.2021 22:00,0,3.5,250,6.2
Høvringen II,SN16271,30.10.2021 23:00,0,2.8,248,7.6
Høvringen II,SN16271,31.10.2021 00:00,0.8,3.8,239,11
Høvringen II,SN16271,31.10.2021 01:00,1.1,4.7,239,8.7
Høvringen II,SN16271,31.10.2021 02:00,0.3,5.3,231,8.6
Høvringen II,SN16271,31.10.2021 03:00,0.5,5.4,220,9.7
Høvringen II,SN16271,31.10.2021 04:00,0.9,5.4,238,7.7
Høvringen II,SN16271,31.10.2021 05:00,0.6,5.3,223,9.4
Høvringen II,SN16271,31.10.2021 06:00,0.6,5,225,9.1
Høvringen II,SN16271,31.10.2021 07:00,0.2,5,231,8
Høvringen II,SN16271,31.10.2021 08:00,0.1,4.5,242,6.1
Høvringen II,SN16271,31.10.2021 09:00,0.1,4.6,246,5.5
Høvringen II,SN16271,31.10.2021 10:00,0,4,258,2.9
Høvringen II,SN16271,31.10.2021 11:00,1.7,4.2,270,0.7
Høvringen II,SN16271,31.10.2021 12:00,1.2,5.4,268,2.3
Høvringen II,SN16271,31.10.2021 13:00,0.3,5.5,267,2.4
Høvringen II,SN16271,31.10.2021 14:00,0,4.9,270,0.9
Høvringen II,SN16271,31.10.2021 15:00,0,4.8,276,1.6
Høvringen II,SN16271,31.10.2021 16:00,0,2.3,258,3.2
Høvringen II,SN16271,31.10.2021 17:00,0,0.7,256,3.6
Høvringen II,SN16271,31.10.2021 18:00,0,1.3,261,3.4
Høvringen II,SN16271,31.10.2021 19:00,0,0.3,254,3.9
Høvringen II,SN16271,31.10.2021 20:00,0,0.8,262,2.9
Høvringen II,SN16271,31.10.2021 21:00,0,1.5,261,4.1
Høvringen II,SN16271,31.10.2021 22:00,0,1.4,258,5.3
Høvringen II,SN16271,31.10.2021 23:00,0,1.2,251,7.2
Høvringen II,SN16271,01.11.2021 00:00,0,2,245,5.9
Høvringen II,SN16271,01.11.2021 01:00,0,1.9,239,7.9
Høvringen II,SN16271,01.11.2021 02:00,0,2.4,229,8.8
Høvringen II,SN16271,01.11.2021 03:00,0,2.1,231,8.8
Høvringen II,SN16271,01.11.2021 04:00,0,2.1,239,8.3
Høvringen II,SN16271,01.11.2021 05:00,0.1,2.6,234,8.2
Høvringen II,SN16271,01.11.2021 06:00,0.3,2.5,238,8
Høvringen II,SN16271,01.11.2021 07:00,0,2,239,9.3
Høvringen II,SN16271,01.11.2021 08:00,2,2.7,240,9.6
Høvringen II,SN16271,01.11.2021 09:00,0.8,3.8,229,9
Høvringen II,SN16271,01.11.2021 10:00,0.5,4.8,227,8.9
Høvringen II,SN16271,01.11.2021 11:00,0,4.9,240,6.5
Høvringen II,SN16271,01.11.2021 12:00,0,5.4,253,3.9
Høvringen II,SN16271,01.11.2021 13:00,0,5.5,246,5.7
Høvringen II,SN16271,01.11.2021 14:00,0,4.9,248,5.1
Høvringen II,SN16271,01.11.2021 15:00,0,4.1,255,4.2
Høvringen II,SN16271,01.11.2021 16:00,0.6,4,257,5.2
